"ENSG00000011405","PIK3C2A","K-562","14.6","FPKM","Low"
"ENSG00000011422","PLAUR","K-562","8.7","FPKM","Low"
"ENSG00000011426","ANLN","K-562","40.5","FPKM","Medium"
"ENSG00000011451","WIZ","K-562","13.8","FPKM","Low"
"ENSG00000011454","RABGAP1","K-562","9.3","FPKM","Low"
"ENSG00000011465","DCN","K-562","0.3","FPKM","Not detected"
"ENSG00000011478","QPCTL","K-562","5.1","FPKM","Low"
"ENSG00000011485","PPP5C","K-562","45.8","FPKM","Medium"
"ENSG00000011523","CEP68","K-562","4.7","FPKM","Low"
"ENSG00000011566","MAP4K3","K-562","7.8","FPKM","Low"
"ENSG00000011590","ZBTB32","K-562","0.0","FPKM","Not detected"
"ENSG00000011600","TYROBP","K-562","0.2","FPKM","Not detected"
"ENSG00000011638","TMEM159","K-562","8.2","FPKM","Low"
"ENSG00000011677","GABRA3","K-562","0.9","FPKM","Low"
"ENSG00000012048","BRCA1","K-562","42.6","FPKM","Medium"
"ENSG00000012061","ERCC1","K-562","20.6","FPKM","Medium"
"ENSG00000012124","CD22","K-562","0.5","FPKM","Low"
"ENSG00000012171","SEMA3B","K-562","0.0","FPKM","Not detected"
"ENSG00000012174","MBTPS2","K-562","12.2","FPKM","Low"
"ENSG00000012211","PRICKLE3","K-562","6.8","FPKM","Low"
"ENSG00000012223","LTF","K-562","0.1","FPKM","Not detected"
"ENSG00000012232","EXTL3","K-562","10.0","FPKM","Low"
"ENSG00000012504","NR1H4","K-562","0.0","FPKM","Not detected"
"ENSG00000012660","ELOVL5","K-562","113.7","FPKM","High"
"ENSG00000012779","ALOX5","K-562","0.2","FPKM","Not detected"
"ENSG00000012817","KDM5D","K-562","0.0","FPKM","Not detected"
"ENSG00000012822","CALCOCO1","K-562","5.8","FPKM","Low"
"ENSG00000012963","UBR7","K-562","24.4","FPKM","Medium"
"ENSG00000012983","MAP4K5","K-562","11.0","FPKM","Low"
"ENSG00000013016","EHD3","K-562","0.3","FPKM","Not detected"
"ENSG00000013275","PSMC4","K-562","83.7","FPKM","High"
"ENSG00000013288","MAN2B2","K-562","2.8","FPKM","Low"
"ENSG00000013293","SLC7A14","K-562","0.0","FPKM","Not detected"
"ENSG00000013297","CLDN11","K-562","0.0","FPKM","Not detected"
"ENSG00000013306","SLC25A39","K-562","120.0","FPKM","High"
"ENSG00000013364","MVP","K-562","0.2","FPKM","Not detected"
"ENSG00000013374","NUB1","K-562","43.7","FPKM","Medium"
"ENSG00000013375","PGM3","K-562","43.8","FPKM","Medium"
"ENSG00000013392","RWDD2A","K-562","1.6","FPKM","Low"
"ENSG00000013441","CLK1","K-562","11.8","FPKM","Low"
"ENSG00000013503","POLR3B","K-562","14.1","FPKM","Low"
"ENSG00000013523","ANGEL1","K-562","9.1","FPKM","Low"
"ENSG00000013561","RNF14","K-562","30.8","FPKM","Medium"
"ENSG00000013563","DNASE1L1","K-562","4.2","FPKM","Low"
"ENSG00000013573","DDX11","K-562","18.1","FPKM","Low"
"ENSG00000013583","HEBP1","K-562","5.6","FPKM","Low"
"ENSG00000013588","GPRC5A","K-562","0.4","FPKM","Not detected"
"ENSG00000013619","MAMLD1","K-562","0.1","FPKM","Not detected"
"ENSG00000013725","CD6","K-562","0.0","FPKM","Not detected"
"ENSG00000013810","TACC3","K-562","60.2","FPKM","High"
"ENSG00000014123","UFL1","K-562","14.3","FPKM","Low"
"ENSG00000014138","POLA2","K-562","18.5","FPKM","Low"
"ENSG00000014164","ZC3H3","K-562","9.9","FPKM","Low"
"ENSG00000014216","CAPN1","K-562","53.1","FPKM","High"
"ENSG00000014257","ACPP","K-562","0.0","FPKM","Not detected"
"ENSG00000014641","MDH1","K-562","89.2","FPKM","High"
"ENSG00000014824","SLC30A9","K-562","12.3","FPKM","Low"
"ENSG00000014914","MTMR11","K-562","0.0","FPKM","Not detected"
"ENSG00000014919","COX15","K-562","25.9","FPKM","Medium"
"ENSG00000015133","CCDC88C","K-562","5.4","FPKM","Low"
"ENSG00000015153","YAF2","K-562","20.7","FPKM","Medium"
"ENSG00000015171","ZMYND11","K-562","12.2","FPKM","Low"
"ENSG00000015285","WAS","K-562","0.2","FPKM","Not detected"
"ENSG00000015413","DPEP1","K-562","0.0","FPKM","Not detected"
"ENSG00000015475","BID","K-562","45.1","FPKM","Medium"
"ENSG00000015479","MATR3","K-562","215.6","FPKM","High"
"ENSG00000015520","NPC1L1","K-562","0.0","FPKM","Not detected"
"ENSG00000015532","XYLT2","K-562","3.2","FPKM","Low"
"ENSG00000015568","RGPD5","K-562","4.9","FPKM","Low"
"ENSG00000015592","STMN4","K-562","0.0","FPKM","Not detected"
"ENSG00000015676","NUDCD3","K-562","3.3","FPKM","Low"
"ENSG00000016082","ISL1","K-562","0.0","FPKM","Not detected"
"ENSG00000016391","CHDH","K-562","2.5","FPKM","Low"
"ENSG00000016402","IL20RA","K-562","0.0","FPKM","Not detected"
"ENSG00000016490","CLCA1","K-562","0.5","FPKM","Low"
"ENSG00000016602","CLCA4","K-562","0.0","FPKM","Not detected"
"ENSG00000016864","GLT8D1","K-562","20.4","FPKM","Medium"
"ENSG00000017260","ATP2C1","K-562","22.6","FPKM","Medium"
"ENSG00000017427","IGF1","K-562","14.4","FPKM","Low"
"ENSG00000017483","SLC38A5","K-562","84.0","FPKM","High"
"ENSG00000017797","RALBP1","K-562","31.8","FPKM","Medium"
"ENSG00000018189","RUFY3","K-562","10.2","FPKM","Low"
"ENSG00000018236","CNTN1","K-562","0.0","FPKM","Not detected"
"ENSG00000018280","SLC11A1","K-562","0.1","FPKM","Not detected"
"ENSG00000018408","WWTR1","K-562","0.0","FPKM","Not detected"
"ENSG00000018510","AGPS","K-562","19.0","FPKM","Low"
"ENSG00000018610","CXorf56","K-562","13.6","FPKM","Low"
"ENSG00000018625","ATP1A2","K-562","0.0","FPKM","Not detected"
"ENSG00000018699","TTC27","K-562","36.0","FPKM","Medium"
"ENSG00000018869","ZNF582","K-562","0.8","FPKM","Low"
"ENSG00000019102","VSIG2","K-562","0.0","FPKM","Not detected"
"ENSG00000019144","PHLDB1","K-562","3.6","FPKM","Low"
"ENSG00000019169","MARCO","K-562","0.0","FPKM","Not detected"
"ENSG00000019186","CYP24A1","K-562","0.0","FPKM","Not detected"
"ENSG00000019485","PRDM11","K-562","0.8","FPKM","Low"
"ENSG00000019505","SYT13","K-562","0.0","FPKM","Not detected"
"ENSG00000019549","SNAI2","K-562","0.0","FPKM","Not detected"
"ENSG00000019582","CD74","K-562","3.6","FPKM","Low"
"ENSG00000019991","HGF","K-562","0.0","FPKM","Not detected"
"ENSG00000019995","ZRANB1","K-562","0.4","FPKM","Not detected"
"ENSG00000020129","NCDN","K-562","14.5","FPKM","Low"
"ENSG00000020181","GPR124","K-562","0.0","FPKM","Not detected"
"ENSG00000020256","ZFP64","K-562","6.0","FPKM","Low"
"ENSG00000020426","MNAT1","K-562","39.5","FPKM","Medium"
"ENSG00000020577","SAMD4A","K-562","1.7","FPKM","Low"
"ENSG00000020633","RUNX3","K-562","0.0","FPKM","Not detected"
"ENSG00000020922","MRE11A","K-562","19.8","FPKM","Low"
"ENSG00000021300","PLEKHB1","K-562","0.1","FPKM","Not detected"
"ENSG00000021355","SERPINB1","K-562","16.0","FPKM","Low"
"ENSG00000021461","CYP3A43","K-562","0.0","FPKM","Not detected"
"ENSG00000021488","SLC7A9","K-562","0.0","FPKM","Not detected"
"ENSG00000021574","SPAST","K-562","14.3","FPKM","Low"
"ENSG00000021645","NRXN3","K-562","0.0","FPKM","Not detected"
"ENSG00000021762","OSBPL5","K-562","2.9","FPKM","Low"
"ENSG00000021776","AQR","K-562","6.2","FPKM","Low"
"ENSG00000021826","CPS1","K-562","10.0","FPKM","Low"
"ENSG00000021852","C8B","K-562","0.0","FPKM","Not detected"
"ENSG00000022267","FHL1","K-562","0.0","FPKM","Not detected"
"ENSG00000022277","RTFDC1","K-562","69.2","FPKM","High"
"ENSG00000022355","GABRA1","K-562","0.0","FPKM","Not detected"
"ENSG00000022556","NLRP2","K-562","22.2","FPKM","Medium"
"ENSG00000022567","SLC45A4","K-562","3.8","FPKM","Low"
